product_code,step_num,step_type,step_name,step_desc,work_time,checker
CMHC______,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
CMHC______,9,제조공정,"향, 첨가제
투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
CMHC______,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
CMHC______,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
DBCO001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
DBCO001,2,제조공정,투  입,제조탱크에 1110을 투입한다.,,
DBCO001,3,제조공정,혼  합,12**을 고르게 교반한 뒤 위상에 투입하여 교반한다,,
DBCO001,4,제조공정,혼  합,21**을 교반 후 위상에 투입하여 투명하게 교반한다,,
DBCO001,5,제조공정,혼  합,3110을 위상에 투입하여 투명하게 교반한다,,
DBCO001,6,제조공정,혼  합,41**을 교반용해한 후 위상에 투입하여 투명하게 교반한다,,
DBCO001,7,제조공정,부   상,100메쉬 여과하여 종료한다.,,
DBCO001,100,유의사항,작업자 유의사항,"
 `- 제조전 제조설비의 물기를 완전히 제거할 것.",,
DBMT001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
DBMT001,2,제조공정,수상용해,"수상용해조에서 1110, 12**, 13** 을 실온에서 교반하여 투명하게 용해한다.",,
DBMT001,3,제조공정,유상용해,유상용해조에서 21**을 실온으로 교반혼합한다.,,
DBMT001,4,제조공정,종   료,"수상, 유상을 합치지 말고 각각 샘플채취하여 시험으뢰한 후 각각을 밀봉하여 종료한다. ",,
DPBB050,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
DPBB050,2,제조공정,유상 용해,메인탱크에 11**-12**을 넣고 78-80℃로 가온용해한다,,
DPBB050,3,제조공정,유상 용해,위상에 Color Base(2110)을 투입교반한다,,
DPBB050,4,제조공정,유상 용해,"22**을 미리 Stirrer로 균일교반 후 3110와 함께 위상에 투입교반한다.
( Homo: 1500rpm, P:20rpm, T: 60-62℃  )
주의-1) 중간에 패들 및 제조탱크 바닥면을 긁어주며 균일하게 분산한다",,
DPBB050,5,제조공정,수상 용해,수상용해조에 41**를 넣고  60-62℃로 가온용해한다,,
DPBB050,6,제조공정,유  화,"메인탱크로 수상을 서서히 이송하며 유화한다. 
주의-2) 내용물 상태를 보며 호모속도를 단계적으로 높여 나간다.
( Homo: 3200rpm, P:30rpm, T: 60-62℃  t: 5분 )",,
DPBB050,7,제조공정,"냉각 탈포
종  료","패들감속하여 36℃까지 냉각, 탈포한 후 부상한다.
( P:20rpm, V: max )",,
ECHC000,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
ECHC000,2,제조공정,"점증제
분산","별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. 
 (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
ECHC000,3,제조공정,"점증제
분산","별도용해조에서 정제수에 Carbopol 940 넣고 Stirrer로 
용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
ECHC000,4,제조공정,수상 용해,수상용해조에 11**- 14**을 넣고 78-80℃로 가온용해한다,,
ECHC000,5,제조공정,유상 용해,유상용해조에 21**- 22**를 넣고  78-80℃로 가온용해한다,,
ECHC000,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 78-80℃  t: 3분 )",,
ECHC000,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
ECHC000,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
ECHC000,9,제조공정,"향, 첨가제
투입","41**, 51*을 투입교반하고, 냉각,탈포한다",,
ECHC000,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
ECHC000,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
EHWS000,1,제조공정,"청결상태 
점     검","1. 작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
EHWS000,2,제조공정,용  해,2. 메인믹서에 원료 11** 을 넣고 상온용해한다. (30-40℃),,
EHWS000,3,제조공정,용  해,3. 2110을 투입하여 20분간 혼합교반한다. (30-40℃),,
EHWS000,4,제조공정,"알콜파트
용해 후
투입",4. 별도용해조에서 31**을 Stirrer를 이용 충분히 교반용해후 메인믹서에 투입교반한다. (30-40℃),,
EHWS000,5,제조공정,혼  합,5. 41**을 투입 혼합한다.,,
EHWS000,6,제조공정,부  상,6. 100메쉬 여과하여 종료한다.,,
ELHS001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
ELHS001,2,제조공정,용  해,메인믹서에 11**을 용해한다. (실온),,
ELHS001,3,제조공정,"혼  합
용  해",별도용해조에서 21**을 고르게 혼합한다. (교반봉 / 실온),,
ELHS001,4,제조공정,"혼  합
용  해","21**, 31**을 메인믹서에 투입하여 충분히 교반 용해한다.",,
ELHS001,5,제조공정,"여  과
종  료",100메쉬 여과하여 종료한다.,,
EVBLN01,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
EVBLN01,2,제조공정,"점증제
분산","별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. 
 (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
EVBLN01,3,제조공정,"점증제
분산","별도용해조에서 정제수에 Pemulen 넣고 Stirrer로 용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
EVBLN01,4,제조공정,수상 용해,수상용해조에 11-14을 넣고 78-80℃로 가온용해한다,,
EVBLN01,5,제조공정,유상 용해,유상용해조에 21- 22를 넣고  78-80℃로 가온용해한다,,
EVBLN01,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 78-80℃  t: 3분 )",,
EVBLN01,7,제조공정,2차유화,"메인탱크로 31 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
EVBLN01,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
EVBLN01,9,제조공정,"향, 첨가제
투입","41, 51, 61을 투입교반하고, 냉각,탈포한다",,
EVBLN01,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
EVBLN01,100,유의사항,작업자 유의사항,*원료투입시 100메쉬 여과 거칠 것,,
EVHNN01,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
EVHNN01,2,제조공정,"점증제
분산","별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. 
 (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
EVHNN01,3,제조공정,"점증제
분산","별도용해조에서 정제수에 Pemulen 넣고 Stirrer로 용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
EVHNN01,4,제조공정,수상 용해,"수상용해조에 11**, 12**, 13**, 14**을 넣고 78-80℃로 가온용해한다",,
EVHNN01,5,제조공정,유상 용해,"유상용해조에 21**, 22**을 넣고  78-80℃로 가온용해한다",,
EVHNN01,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 78-80℃  t: 3분 )",,
EVHNN01,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
EVHNN01,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
EVHNN01,9,제조공정,"향, 첨가제
색소 투입","41**, 51**, 61**을 투입교반하고, 냉각,탈포한다",,
EVHNN01,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
EVHNN01,100,유의사항,작업자 유의사항,*원료투입시 100메쉬 여과 거칠 것,,
EVTSN01,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
EVTSN01,2,제조공정,"점증제
분산","12을 Stirrer로 premix한 후 수상용해조에 11(실온)
와 함께 투입 5분간 분산한다.",,
FJAP001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJAP001,2,제조공정,유상 용해,메인탱크에 11**을 넣고 78-80℃로 가온용해한다,,
FJAP001,3,제조공정,유상 용해,21**을 Stirrer로 고르게 분산한다 (실온),,
FJAP001,4,제조공정,유상 통합,"메인탱크에 21**, 31**을 투입하여 혼합하고 온도를 62-66가 되게한다
( Homo: 2000rpm, P:30rpm, T: 60-65℃ )",,
FJAP001,5,제조공정,수상 용해,수상용해조에 41**~42**를 넣고  62-66℃로 가온용해한다,,
FJAP001,6,제조공정,유  화,"메인탱크로 수상을 서서히 이송하며 유화한다. 
주의-1) 내용물 상태를 보며 호모속도를 단계적으로 높여 나간다.
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
FJAP001,7,제조공정,"냉각 탈포
종  료","패들감속하여 36℃까지 냉각, 탈포한 후 부상한다.
( P:15rpm, V: max )",,
FJAP003,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJAP003,2,제조공정,수상용해,"수상용해조에서 11**, 12**, 13**을 교반하여 완전용해한다.(실온)",,
FJAP003,3,제조공정,용 해,"위 상을 교반하며 2110을 조금씩 흩뿌려 완전용해한다. (30분, 50℃)
주의)엉김발생우려 있으니 조금씩 투입하고, 교반력이 큰 믹서 사용할 것. 실온 투입 완료후 온도 올릴 것",,
FJAP003,4,제조공정,혼 합,별도용해조에서 31**을 교반혼합한다. (실온),,
FJAP003,5,제조공정,이 송,메인믹서로 수상을 여과 투입하고 31**을 혼합한다,,
FJAP003,6,제조공정,"첨가제
투 입
","위 상에 41**, 5***을 투입 혼합한다.",,
FJAP003,7,제조공정,부   상,100메쉬 여과하여 종료한다.,,
FJAP004,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJAP004,2,제조공정,유상용해,11** 별도용해조에서 Stirrer로 교반하여 고르게 분산한다. (중요 공정),,
FJAP004,3,제조공정,유상용해,"메인믹서에서 위 11** 교반하여 완전용해한다.
( Homo: 2000rpm, P:30rpm, T:실온, t:10분 )",,
FJAP004,4,제조공정,혼 합,"위 상에 21**을 투입하여 혼합교반한다.
( Homo: 2000rpm, P:30rpm, T:실온, t:10분 )",,
FJAP004,5,제조공정,수상용해,수상(3****)을 별도용해조에서 투명하게 용해한다.(실온),,
FJAP004,6,제조공정,이 송,"메인믹서를 호모믹싱하며 수상을 소량씩 투입하며 혼합한다. 
( Homo: 3500rpm, P:30rpm, T: 실온, t:10분 )",,
FJAP004,7,제조공정,탈포,"완전탈포한다. ( P:15rpm, V: max, t:20분 )",,
FJAP004,8,제조공정,부   상,100메쉬 여과하여 종료한다.,,
FJAP004,100,유의사항,작업자 유의사항," - 300 가마 사용금지                         - 성상: 적색투명 점성액상
 - 벌크통 물기 제거후 부상할 것.
 - 동절기엔 가마에 스팀 살짝 넣어 28-33℃ 정도에서 제조할 것",,
FJAP005,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJAP005,2,제조공정,수상용해,11**을 수상용해조에서 투명하게 용해한다.(실온),,
FJAP005,3,제조공정,수상용해,"21**을 premix한후 위 수상용해조에 투입하고 가온하여 완전용해한다.(85℃, 30분이상)",,
FJAP005,4,제조공정,이 송,수상을 메인믹서로 이송한 후 31**을 투입하여 혼합한다. (실온),,
FJAP005,5,제조공정,"알콜파트
용해","별도용해조에서 41**을 투명하게 용해한후 4210, 4310, 4410을 차례로 교반하며 용해한다.",,
FJAP005,6,제조공정,혼 합,위 알콜파트(4***)를 메인믹서에 투입하여 용해한다.,,
FJAP005,7,제조공정,혼 합,"51**, 6***, 71**을 차례로 투입하며 혼합한다.",,
FJAP005,8,제조공정,탈 포,완전탈포한다. (V: max),,
FJAP005,9,제조공정,종 료,100메쉬 여과하여 종료한다.,,
FJAP005,100,유의사항,작업자 유의사항,"   - 성상: 옅은 초록색의 투명 점성액상

",,
FJAP007,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJAP007,2,제조공정,수상용해,"수상용해조에서 11**, 12**을 교반하여 완전용해한다.(실온)",,
FJAP007,3,제조공정,용 해,"위 상을 교반하며 2110을 조금씩 흩뿌려 완전용해한다. (30분, 50℃)",,
FJAP007,4,제조공정,혼 합,별도용해조에서 31**을 교반혼합한다. (실온),,
FJAP007,5,제조공정,이 송,메인믹서로 수상을 여과 투입하고 31**을 혼합한다,,
FJAP007,6,제조공정,"첨가제
투 입
",위 상에 41**을 투입 혼합한다.,,
FJAP007,7,제조공정,부   상,200메쉬 여과하여 종료한다.,,
FJBB____,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJBB____,3,제조공정,3단롤러,"21**을 3단 롤러로 3회 처리한다, ",,
FJBB____,100,유의사항,작업자 유의사항," - 위 공정은 100kg 제조탱크 제조시 기준이며 적정 제조량은 55-85kg 임. 
 - 300가마 제조금지",,
FJBF001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJBF001,2,제조공정,수상 용해,"수상용해조에 11**을 넣고 38-42℃로 가온용해한다. 
위상 용해확인후 1210을 투입교반한다.",,
FJBF001,3,제조공정,이   송,메인탱크로 위상을 여과 이송후 교반한다,,
FJBF001,4,제조공정,혼   합,21**을 투입하고 교반한다.,,
FJBF001,5,제조공정,혼   합,별도용해조에서 31**을 Stirrer로 3분간 교반한 후 메인탱크에 투입교반한다.,,
FJBF001,6,제조공정,"혼   합
냉   각","41**을 투입 교반하고, 냉각한다.",,
FJBF001,7,제조공정,부상,33℃까지 냉각하여 부상한다.,,
FJCB001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJCB001,2,제조공정,용 해,"1110, 12** 을 메인믹서에서 가온용해한다. (투명하게 용해)
(T: 88   P: 20rpm)",,
FJCB001,3,제조공정,혼  합,21**B를 별도용해조에서 혼합한다. (실온),,
FJCB001,4,제조공정,혼  합,"메인믹서에 21**, 3110(향)을 투입 혼합 용해한다
(T: 80-85   H: 1000rpm  P: 30rpm)",,
FJCB001,5,제조공정,부 상,냉각없이 부상한다,,
FJCB001,6,제조공정,종 료,품질관리팀에 시험의뢰,,
FJCB001,100,유의사항,작업자 유의사항,"
 `- 제조전 제조설비의 물기를 완전히 제거할 것.",,
FJCB002,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJCB002,2,제조공정,용 해,"1110, 12** 을 메인믹서에서 가온용해한다. (투명하게 용해)
(T: 88   P: 20rpm)",,
FJCB002,3,제조공정,혼  합,21**B를 별도용해조에서 혼합한다. (실온),,
FJCB002,4,제조공정,혼  합,"메인믹서에 21**, 3110(향)을 투입 혼합 용해한다
(T: 80-85   H: 1000rpm  P: 30rpm)",,
FJCB002,5,제조공정,부 상,냉각없이 부상한다,,
FJCB002,6,제조공정,종 료,품질관리팀에 시험의뢰,,
FJCB002,100,유의사항,작업자 유의사항,"
 `- 제조전 제조설비의 물기를 완전히 제거할 것.",,
FJCL001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJCL001,2,제조공정,수상 용해,"수상용해조에 11**을 넣고 38-42℃로 가온용해한다. 
위상 용해확인후 12**을 투입교반한다.",,
FJCL001,3,제조공정,이   송,메인탱크로 위상을 여과 이송후 교반한다,,
FJCL001,4,제조공정,혼   합,21**을 투입하고 교반한다.,,
FJCL001,5,제조공정,혼   합,별도용해조에서 31**을 Stirrer로 3분간 교반한 후 메인탱크에 투입교반한다.,,
FJCL001,6,제조공정,"혼   합
냉   각","4***을 투입 교반하고, 냉각한다.",,
FJCL001,7,제조공정,부상,33℃까지 냉각하여 부상한다.,,
FJCO002,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJCO002,2,제조공정,투  입,제조탱크에 1110을 투입한다.,,
FJCO002,3,제조공정,혼  합,12**을 고르게 교반한 뒤 위상에 투입하여 교반한다,,
FJCO002,4,제조공정,혼  합,21**을 교반용해한 후 위상에 투입하여 투명하게 교반한다,,
FJCO002,5,제조공정,혼  합,31**을 잘 혼합후 위상에 투입하여 투명하게 교반한다,,
FJCO002,6,제조공정,혼  합,41**을 교반용해한 후 위상에 투입하여 투명하게 교반한다,,
FJCO002,7,제조공정,혼  합,"51**을 교반용해한 후 위상에 투입하여 투명하게 교반한다. 
(1시간 교반)",,
FJCO002,8,제조공정,부   상,100메쉬 여과하여 종료한다.,,
FJCO002,100,유의사항,작업자 유의사항,"
 `- 제조전 제조설비의 물기를 완전히 제거할 것.",,
FJCR001,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJCR001,2,제조공정,"점증제
분산","별도용해조에서 정제수에 4120(pemulen)넣고 Stirrer로 
용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
FJCR001,3,제조공정,수상 용해,수상용해조에서 11**-13** 을 투입하고 실온에서 교반용해한다.,,
FJCR001,4,제조공정,"점증제
분산","위상에 2110(natrosol)을 조금씩 흩트려 투입한 후 가온 용해한다.
 (80℃, 30분 이상, 매끈하게 풀린지 확인할 것)",,
FJCR001,5,제조공정,유상 분산,별도용해조에서 31**을 Stirrer로 교반 분산한다. (실온),,
FJCR001,6,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다.
호모치며 서서히 투입할 것. (탱크 유리커버로 투입)
( Homo: 3500rpm, P:20rpm, T: 72-76℃  t: 5분 )",,
FJCR001,7,제조공정,2차유화,"메인탱크로 41** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
FJCR001,8,제조공정,혼 합,"5110, 61**-62**을 투입혼합한 후 냉각, 탈포 개시한다.",,
FJCR001,9,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다.",,
FJCR001,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*원료 Sepinov EMT-10 뭉친부분 있으면, 철저히 분말화 한후 사용할 것.",,
FJCR002,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJCR002,2,제조공정,"점증제
분산","별도용해조에서 정제수에 4120(pemulen)넣고 Stirrer로 
용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
FJCR002,3,제조공정,수상 용해,수상용해조에서 11**-13** 을 투입하고 실온에서 교반용해한다.,,
FJCR002,4,제조공정,"점증제
분산","위상에 2110(natrosol)을 조금씩 흩트려 투입한 후 가온 용해한다.
 (80℃, 30분 이상, 매끈하게 풀린지 확인할 것)",,
FJCR002,5,제조공정,유상 분산,"별도용해조에서 31**, 3210을 Stirrer로 교반 분산한다. (실온)",,
FJCR002,6,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다.
호모치며 서서히 투입할 것. (탱크 유리커버로 투입)
( Homo: 3200rpm, P:30rpm, T: 65-70℃  t: 5분 )",,
FJCR002,7,제조공정,2차유화,"메인탱크로 41**, 5110, 61**-62**이송후 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
FJCR002,8,제조공정,3차유화,"메인탱크로 71** 용해뒤 투입하여 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
FJCR002,9,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다. ",,
FJCR002,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",,
FJCR003,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJCR003,2,제조공정,"점증제
분산",별도용해조에서 31** 넣고 Stirrer로 균일하게 분산한다.,,
FJCR003,3,제조공정,수상 용해,수상용해조에서 11** 을 투입하고 가온용해한다. (T: 75-80℃),,
FJCR003,4,제조공정,유상 용해,유상용해조에서 21** 을 투입하고 가온용해한다. (T: 75-80℃),,
FJCR003,5,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다.
( Homo: 3500rpm, P:20rpm, T: 72-75℃  t: 5분 )",,
FJCR003,6,제조공정,2차유화,"메인탱크로 31** 투입하고 유화한다
( Homo: 3500rpm, P:20rpm, T: 72-75℃  t: 5분 )",,
FJCR003,7,제조공정,혼 합,"41**, 51** 을 투입혼합한 후 냉각, 탈포 개시한다.",,
FJCR003,8,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다.",,
FJCR003,100,유의사항,작업자 유의사항,*3일 이상 숙성후 충진할 것,,
FJCR004,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJCR004,2,제조공정,"점증제
분산",별도용해조에서 31** 넣고 Stirrer로 균일하게 분산한다.,,
FJCR004,3,제조공정,수상 용해,"수상용해조에서 11** , 12**을 투입하고 교반하며 1310을 흩뿌려 넣고 가온 개시하여 용해한다.   ( T: 80℃  t: 30분 )",,
FJCR004,4,제조공정,유상 용해,유상용해조에서 21** 을 투입하고 가온용해한다. (T: 78-82℃),,
FJCR004,5,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다.
( Homo: 3500rpm, P:20rpm, T: 75-78℃  t: 5분 )",,
FJCR004,6,제조공정,2차유화,"메인탱크로 premix한 31** 투입하고 유화한다
(호모치며 탱크유리커버로 투입할 것)
( Homo: 3500rpm, P:20rpm, T: 75-78℃  t: 5분 )",,
FJCR004,7,제조공정,혼 합,"41**, 51** 을 투입 혼합한 후 냉각, 탈포 개시한다.",,
FJCR004,8,제조공정,냉각탈포,"34℃까지 냉각, 탈포한 후 부상한다.",,
FJCR004,100,유의사항,작업자 유의사항,"*제조량은 제조탱크의 60-85% 사이가 되게 할 것. (최대 850kg)
*유화온도 엄수(메인탱크 유화전 스팀 넣을 것)",,
FJCR005,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJCR005,2,제조공정,"점증제
분산","별도용해조에서 정제수에 4120(pemulen)넣고 Stirrer로 
용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
FJCR005,3,제조공정,수상 용해,수상용해조에서 11**-13** 을 투입하고 실온에서 교반용해한다.,,
FJCR005,4,제조공정,"점증제
분산","위상에 21**을 조금씩 흩트려 투입한 후 가온 용해한다.
 (85℃, 30분 이상, 매끈하게 풀린지 확인할 것)",,
FJCR005,5,제조공정,유상 분산,"별도용해조에서 31**, 3210을 Stirrer로 교반 분산한다. (실온)",,
FJCR005,6,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다.
호모치며 서서히 투입할 것. (탱크 유리커버로 투입)
( Homo: 3200rpm, P:30rpm, T: 65-70℃  t: 5분 )",,
FJCR005,7,제조공정,2차유화,"메인탱크로 41**, 5*** 투입후 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
FJCR005,8,제조공정,3차유화,"메인탱크로 61** 용해뒤 투입하여 유화한다
( Homo: 3200rpm, P:30rpm, T: 60-65℃  t: 5분 )",,
FJCR005,9,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다. ",,
FJCR005,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",,
FJCR006,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJCR006,2,제조공정,수상 용해,수상용해조에 11**을 넣고 80-82℃로 가온용해한다,,
FJCR006,3,제조공정,유상 용해,유상용해조에 21**- 22**를 넣고  80-82℃로 가온용해한다,,
FJCR006,4,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:30rpm, T: 80-82℃  t: 5분 )",,
FJCR006,5,제조공정,2차유화,"메인탱크로 31** 투입하여 유화한다. 호모치며 서서히 투입할것(탱크 유리커버로 투입)
31**은 투입전 고르게 분산한 뒤 사용할 것
( Homo: 3500rpm, P:30rpm, T: 80-82℃  t: 5분 )",,
FJCR006,6,제조공정,3차유화,"메인탱크에 41** 투입하여 유화한다.
( Homo: 3500rpm, P:30rpm, T: 75-78℃  t: 5분 )",,
FJCR006,7,제조공정,"첨가제
투입","51**을 투입(유리덮개) 교반하고, 탱크덮개 올려 패들 긁어준다.",,
FJCR006,8,제조공정,냉각탈포,"냉각, 탈포한다 (P:15rpm, V:max)",,
FJCR006,9,제조공정,부상,37℃까지 냉각하여(크림점성 생성직후) 부상한다.,,
FJCR006,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
FJCR007,1,제조공정,"청결상태 
점     검","작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
FJCR007,2,제조공정,"점증제
분산","별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. 
 (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
FJCR007,3,제조공정,"점증제
분산","별도용해조에서 3120(정제수)에 3110(carbopol 940) 넣고 Stirrer로 용해한다. 
 (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
FJCR007,4,제조공정,수상 용해,"수상용해조에 11**, 14**을 넣고 78-80℃로 가온용해한다",,
FJCR007,5,제조공정,유상 용해,"유상용해조에 21**, 22**을 넣고  78-80℃로 가온용해한다",,
FJCR007,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 78-80℃  t: 3분 )",,
FJCR007,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다
( Homo: 3500rpm, P:20rpm, T: 70-75℃  t: 5분 )",,
FJCR007,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
