product_code,management_code,korean_name,english_name,appearance,packaging_unit,created_date,author,usage_instructions,allergen_korean,allergen_english,storage_method,shelf_life,label_volume,fill_volume,specific_gravity,ph_standard,viscosity_standard,raw_material_report,standardized_name,responsible_seller,recycling_grade,label_position,functional_claim,semi_product_code,p_product_code,source_file
VMSP012,EVCO-1157,밸르모나 얼쓰 블랙 샴푸,VALMONA Earth Black Shampoo,짙은 갈색 점액상,480 g,2022-07-22,이인아,모발이 젖은 상태에서 적당량을 취하여 모발에 가볍게 마사지하듯이 한 후 물로 깨끗이 감아냅니다.,,,480 g,차광한 기밀용기에 넣어 실온에서 보관할 것,480g,,1.02,5.50 ± 0.50,"14,000 ± 4,000",0,,0,어려움,,탈모,,,제품표준서_EVCO1157_(VMSP012)-밸르모나 얼쓰 블랙 샴푸.xls
BTBC006,EVCO-1158,바스파 바쓰 솔트 스크럽 바디 워시 쏠티 씨,Bathpa Bath Salt Scrub Body Wash Salty Sea,알갱이가 있는 하늘색 점액상,1000 ml,2022-08-05,이인아,손 또는 샤워 볼에 충분히 덜어 목에서 발끝까지 젖은 피부에 마사지한 후 미온수로 깨끗이 헹구어줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,1000ml,990,0.95,5.80 ± 1.00,"8,000 ± 3,000",0,,0,어려움,,,BBTBC0060,PBTBC0060,제품표준서_EVCO1158_(BTBC006)-바스파 바쓰 솔트 스크럽 바디 워시 쏠티 씨.xls
HFBC002,EVCO-1159,하파데이 시카&세라 바디 스크럽 워시 - 로즈티 하파데이 시카&세라 바디 스크럽 워시 - 허브 릴렉스 하파데이 시카&세라 바디 스크럽 워시 - 듀이 플로럴,HAFADAI CICA&CERA Body Scrub Wash Rose Tea HAFADAI CICA&CERA Body Scrub Wash Herb Relax HAFADAI CICA&CERA Body Scrub Wash Dewy Floral,로즈티 - 알갱이가 있는 분홍색 불투명 점액상 허브릴렉스 - 알갱이가 있는 연녹색 불투명 점액상 듀이 플로럴 - 알갱이가 있는 연황색 불투명 점액상,500 ml,2022-08-08,이인아,손 또는 샤워 볼에 충분히 덜어 목에서 발끝까지 젖은 피부에 마사지한 후 미온수로 깨끗이 헹구어줍니다.,"리모넨, 제라니올, 헥실신남알, 리날룰, 부틸페닐메틸프로피오날","Limonene, Geraniol, Hexyl Cinnamal, Linalool, Butylphenyl Methylpropional",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,500,1.0,5.90 ± 1.00,"7,500 ± 3,000",0,,0,어려움,,,BHFBC0020,PHFBC0020,"제품표준서_EVCO1159_(HFBC002,HFBC003,HFBC004)-하파데이 시카&세라 바디 스크럽 워시 3종.xls"
HFBC003,EVCO-1159,하파데이 시카&세라 바디 스크럽 워시 - 로즈티 하파데이 시카&세라 바디 스크럽 워시 - 허브 릴렉스 하파데이 시카&세라 바디 스크럽 워시 - 듀이 플로럴,HAFADAI CICA&CERA Body Scrub Wash Rose Tea HAFADAI CICA&CERA Body Scrub Wash Herb Relax HAFADAI CICA&CERA Body Scrub Wash Dewy Floral,로즈티 - 알갱이가 있는 분홍색 불투명 점액상 허브릴렉스 - 알갱이가 있는 연녹색 불투명 점액상 듀이 플로럴 - 알갱이가 있는 연황색 불투명 점액상,500 ml,2022-08-08,이인아,손 또는 샤워 볼에 충분히 덜어 목에서 발끝까지 젖은 피부에 마사지한 후 미온수로 깨끗이 헹구어줍니다.,"리모넨, 제라니올, 헥실신남알, 리날룰, 부틸페닐메틸프로피오날","Limonene, Geraniol, Hexyl Cinnamal, Linalool, Butylphenyl Methylpropional",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,500,1.0,5.90 ± 1.00,"7,500 ± 3,000",0,,0,어려움,,,BHFBC0030,PHFBC0030,"제품표준서_EVCO1159_(HFBC002,HFBC003,HFBC004)-하파데이 시카&세라 바디 스크럽 워시 3종.xls"
HFBC004,EVCO-1159,하파데이 시카&세라 바디 스크럽 워시 - 로즈티 하파데이 시카&세라 바디 스크럽 워시 - 허브 릴렉스 하파데이 시카&세라 바디 스크럽 워시 - 듀이 플로럴,HAFADAI CICA&CERA Body Scrub Wash Rose Tea HAFADAI CICA&CERA Body Scrub Wash Herb Relax HAFADAI CICA&CERA Body Scrub Wash Dewy Floral,로즈티 - 알갱이가 있는 분홍색 불투명 점액상 허브릴렉스 - 알갱이가 있는 연녹색 불투명 점액상 듀이 플로럴 - 알갱이가 있는 연황색 불투명 점액상,500 ml,2022-08-08,이인아,손 또는 샤워 볼에 충분히 덜어 목에서 발끝까지 젖은 피부에 마사지한 후 미온수로 깨끗이 헹구어줍니다.,"리모넨, 제라니올, 헥실신남알, 리날룰, 부틸페닐메틸프로피오날","Limonene, Geraniol, Hexyl Cinnamal, Linalool, Butylphenyl Methylpropional",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,500,1.0,5.90 ± 1.00,"7,500 ± 3,000",0,,0,어려움,,,BHFBC0040,PHFBC0040,"제품표준서_EVCO1159_(HFBC002,HFBC003,HFBC004)-하파데이 시카&세라 바디 스크럽 워시 3종.xls"
MLDF028,EVCO-1160,미미로린스 딥 퍼퓸 디퓨져,Mimi Laurynes Deep Perfume Diffuser,황색 투명 액상,200 ml,2022-08-23,이인아,일반용(실내공간용),,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년 (제조일자 표기),200ml,176,0.88,5.50 ± 1.00,none,,,0,어려움,하단 65mm위,,BMLDF0280,PMLDF0280,제품표준서_EVCO1160_(MLDF028-030)-미미로린스 딥 퍼퓸 디퓨져 3종.xls
MLDF029,EVCO-1160,미미로린스 딥 퍼퓸 디퓨져,Mimi Laurynes Deep Perfume Diffuser,황색 투명 액상,200 ml,2022-08-23,이인아,일반용(실내공간용),,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년 (제조일자 표기),200ml,176,0.888,5.50 ± 1.00,none,,,0,어려움,하단 65mm위,,BMLDF0290,PMLDF0290,제품표준서_EVCO1160_(MLDF028-030)-미미로린스 딥 퍼퓸 디퓨져 3종.xls
MLDF030,EVCO-1160,미미로린스 딥 퍼퓸 디퓨져,Mimi Laurynes Deep Perfume Diffuser,황색 투명 액상,200 ml,2022-08-23,이인아,일반용(실내공간용),,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년 (제조일자 표기),200ml,176,0.882,5.50 ± 1.00,none,,,0,어려움,하단 65mm위,,BMLDF0300,PMLDF0300,제품표준서_EVCO1160_(MLDF028-030)-미미로린스 딥 퍼퓸 디퓨져 3종.xls
MLHC018,EVCO-1161,미미로린스 모먼트 래디언스 핸드 포마드 크림 - 아로마틱 리플렉션 미미로린스 모먼트 래디언스 핸드 포마드 크림 - 드로우 인 선셋 미미로린스 모먼트 래디언스 핸드 포마드 크림 - 글로우 온 페탈,MIMI LAURYNES Moment Radiance Hand Pommade Cream Aromatic Reflection MIMI LAURYNES Moment Radiance Hand Pommade Cream Draw in Sunset MIMI LAURYNES Moment Radiance Hand Pommade Cream Glow on Petal,연한 황색의 크림상,60 ml,2022-10-14,이인아,적당량을 덜어 손에 부드럽게 도포 후 충분히 흡수시켜줍니다.,"리모넨, 헥실신남알, 리날룰","Limonene, Hexyl Cinnamal, Linalool",60 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,60ml,61,1.025,4.50 ± 1.00,25 ± 10,0,,0,보통,,,BMLHC0180,PMLHC0180,"제품표준서_EVCO1161_(MLHC018,MLHC019,MLHC020)-미미로린스 모먼트 래디언스 핸드포마드크림 3종.xls"
MLHC019,EVCO-1161,미미로린스 모먼트 래디언스 핸드 포마드 크림 - 아로마틱 리플렉션 미미로린스 모먼트 래디언스 핸드 포마드 크림 - 드로우 인 선셋 미미로린스 모먼트 래디언스 핸드 포마드 크림 - 글로우 온 페탈,MIMI LAURYNES Moment Radiance Hand Pommade Cream Aromatic Reflection MIMI LAURYNES Moment Radiance Hand Pommade Cream Draw in Sunset MIMI LAURYNES Moment Radiance Hand Pommade Cream Glow on Petal,연한 황색의 크림상,60 ml,2022-10-14,이인아,적당량을 덜어 손에 부드럽게 도포 후 충분히 흡수시켜줍니다.,"리모넨, 헥실신남알, 리날룰","Limonene, Hexyl Cinnamal, Linalool",60 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,60ml,61,1.025,4.50 ± 1.00,25 ± 10,0,,0,보통,,,BMLHC0190,PMLHC0190,"제품표준서_EVCO1161_(MLHC018,MLHC019,MLHC020)-미미로린스 모먼트 래디언스 핸드포마드크림 3종.xls"
MLHC020,EVCO-1161,미미로린스 모먼트 래디언스 핸드 포마드 크림 - 아로마틱 리플렉션 미미로린스 모먼트 래디언스 핸드 포마드 크림 - 드로우 인 선셋 미미로린스 모먼트 래디언스 핸드 포마드 크림 - 글로우 온 페탈,MIMI LAURYNES Moment Radiance Hand Pommade Cream Aromatic Reflection MIMI LAURYNES Moment Radiance Hand Pommade Cream Draw in Sunset MIMI LAURYNES Moment Radiance Hand Pommade Cream Glow on Petal,연한 황색의 크림상,60 ml,2022-10-14,이인아,적당량을 덜어 손에 부드럽게 도포 후 충분히 흡수시켜줍니다.,"리모넨, 헥실신남알, 리날룰","Limonene, Hexyl Cinnamal, Linalool",60 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,60ml,61,1.025,4.50 ± 1.00,25 ± 10,0,,0,보통,,,BMLHC0200,PMLHC0200,"제품표준서_EVCO1161_(MLHC018,MLHC019,MLHC020)-미미로린스 모먼트 래디언스 핸드포마드크림 3종.xls"
PNWS001,EVCO-1162,푸아나니 인티메이트 포밍 워시 포맨,Pua Nani INTIMATE FOAMING WASH FOR MEN,무색 투명 액상,200 ml,2022-10-24,이인아,"펌프를 3~4회 눌러 적당량의 거품을 손바닥에 덜어냅니다. 음경과 음낭, 사타구니, 항문을 따라 부드럽게 마사지하듯 문지릅니다. 미온수로 잔여물이 남지 않게 헹구어냅니다.",시트로넬올,Citronellol,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,200ml,202,1.022,8.3 ± 1.0,none,0,,0,어려움,,,BPNWS0010,PPNWS0010,제품표준서_EVCO1162_(PNWS001)-푸아나니 인티메이트 포밍 워시 포맨.xls
KBCR008,EVCO-1163,키스 바이 로즈마인 프래그런스 크림 - 글래머 캔디 블룸,Kiss by Rosemine Fragrance Cream - Glamour Candy bloom,백색의 크림상,140 ml,2022-11-04,이인아,"적당량을 덜어, 전신에 부드럽게 도포 합니다. 향기 연출을 원하는 손, 쇄골 등 원하는 부위에 부드럽게 발라줍니다.","알파-아이소메틸아이오논, 벤질살리실레이트, 시트랄, 시트로넬올, 리모넨, 유제놀, 제라니올, 헥실신남알, 리날룰","Alpha-Isomethyl Ionone, Benzyl Salicylate, Citral, Citronellol, Limonene, Eugenol, Geraniol, Hexyl Cinnamal, Linalool",140 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,140ml,140,0.988,7.0 ± 1.0,"65,000 ± 20,000",,,0,보통,,,BKBCR0080,PKBCR0080,제품표준서_EVCO1163_(KBCR008)-키스 바이 로즈마인 프래그런스 크림 - 글래머 캔디 블룸.xls
FJFC005,EVCO-1164,프레쥬 레틴 콜라겐 3D 코어 클렌징폼,Fraijour Retin-Collagen 3D Core Cleansing Foam,무색 반투명 점액상,250 ml,2022-11-18,이인아,적당량을 덜어 물로 충분히 거품을 낸 후 얼굴을 마사지하듯 가볍게 문지르고 미온수로 깨끗이 헹구어 냅니다.,"리모넨, 리날룰","Limonene, Linalool",250 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,250ml,255,1.036,6.00 ± 1.0,"12,000 ± 5,000",,,0,보통,,,BFJFC0050,PFJFC0050,제품표준서_EVCO1164_(FJFC005)-프레쥬 레틴 콜라겐 3D 코어 클렌징폼.xls
RMSC002,EVCO-1165,에바스 로즈마인 블랑쉬 샤워코롱 에바스 로즈마인 루지 샤워코롱 에바스 로즈마인 클레어 샤워코롱,EVAS ROSE MINE BLANCHE SHOWER COLOGNE EVAS ROSE MINE ROUGE SHOWER COLOGNE EVAS ROSE MINE CLAIR SHOWER COLOGNE,연한 주황색 투명 액상 연한 자주색 투명 액상 연한 초록색 투명 액상,185 ml,2022-11-25,이인아,"샤워 후 적당량을 전신에 바르거나, 외출 시 손목, 귀 뒤, 가슴 등 맥박이 뛰는 부위에 소량을 향수처럼 사용합니다.","시트랄, 시트로넬올, 리모넨, 제라니올, 하이드록시시트로넬알, 리날룰","Citral, Citronellol, Limonene, Geraniol, Hydroxycitronellal, Linalool",185 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,185ml,165,0.896,6.50 ± 1.0,none,,,0,어려움,,,BRMSC0020,PRMSC0020,제품표준서_EVCO1165_(RMSC002~004)-에바스 로즈마인 샤워코롱 3종.xls
RMSC003,EVCO-1165,에바스 로즈마인 블랑쉬 샤워코롱 에바스 로즈마인 루지 샤워코롱 에바스 로즈마인 클레어 샤워코롱,EVAS ROSE MINE BLANCHE SHOWER COLOGNE EVAS ROSE MINE ROUGE SHOWER COLOGNE EVAS ROSE MINE CLAIR SHOWER COLOGNE,연한 주황색 투명 액상 연한 자주색 투명 액상 연한 초록색 투명 액상,185 ml,2022-11-25,이인아,"샤워 후 적당량을 전신에 바르거나, 외출 시 손목, 귀 뒤, 가슴 등 맥박이 뛰는 부위에 소량을 향수처럼 사용합니다.","시트랄, 시트로넬올, 리모넨, 제라니올, 하이드록시시트로넬알, 리날룰","Citral, Citronellol, Limonene, Geraniol, Hydroxycitronellal, Linalool",185 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,185ml,165,0.892,6.50 ± 1.0,none,,,0,어려움,,,BRMSC0030,PRMSC0030,제품표준서_EVCO1165_(RMSC002~004)-에바스 로즈마인 샤워코롱 3종.xls
RMSC004,EVCO-1165,에바스 로즈마인 블랑쉬 샤워코롱 에바스 로즈마인 루지 샤워코롱 에바스 로즈마인 클레어 샤워코롱,EVAS ROSE MINE BLANCHE SHOWER COLOGNE EVAS ROSE MINE ROUGE SHOWER COLOGNE EVAS ROSE MINE CLAIR SHOWER COLOGNE,연한 주황색 투명 액상 연한 자주색 투명 액상 연한 초록색 투명 액상,185 ml,2022-11-25,이인아,"샤워 후 적당량을 전신에 바르거나, 외출 시 손목, 귀 뒤, 가슴 등 맥박이 뛰는 부위에 소량을 향수처럼 사용합니다.","시트랄, 시트로넬올, 리모넨, 제라니올, 하이드록시시트로넬알, 리날룰","Citral, Citronellol, Limonene, Geraniol, Hydroxycitronellal, Linalool",185 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,185ml,165,0.892,6.50 ± 1.0,none,,,0,어려움,,,BRMSC0040,PRMSC0040,제품표준서_EVCO1165_(RMSC002~004)-에바스 로즈마인 샤워코롱 3종.xls
FJMT001,EVCO-1166,프레쥬 레틴 콜라겐 3D 코어 앰플미스트,Fraijour Retin-Collagen 3D Core Ampoule Mist,보라색 오일과 투명 액상의 이층분리타입,200ml,2022-11-28,이인아,"오일층과 수분층이 섞이도록 충분히 흔들어 준 뒤, 눈을 감고 얼굴 전체에 고르게 분사하여 흡수시켜 줍니다.","시트랄, 시트로넬올, 제라니올, 리모넨, 리날룰","Citral, Citronellol, Geraniol, Limonene, Linalool",200ml,차광한 기밀용기에 넣어 실온에서 보관할 것,200ml,210,1.028,4.70 ± 1.0,none,,,0,어려움,,주름,BFJMT0010,PFJMT0010,제품표준서_EVCO1166_(FJMT001)-프레쥬 레틴 콜라겐 3D 코어 앰플미스트.xls
CCSPN02,EVCO-1167,세라클리닉 더마이드 4.0 안티헤어로스 샴푸 그린클렌즈 뉴,CERACLINIC DERMAID 4.0 Anti-Hair Loss SHAMPOO Green Cleanse,반투명점액상,1000 ml,2022-11-28,이인아,모발이 젖은 상태에서 적당량을 취하여 모발에 가볍게 마사지 하듯이 한 후 깨끗이 감아냅니다.,,,1000 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,1000ml,,1.02,5.50 ± 0.50,"7,000 ± 3,000",0,0,0,어려움,,탈모,,,제품표준서_EVCO1167_(CCSPN02)-세라클리닉 더마이드 4.0 안티헤어로스 샴푸 그린클렌즈 뉴.xls
CCRSN02,EVCO-1168,세라클리닉 더마이드 4.0 안티헤어로스 헤어팩 그린클렌즈 뉴,CERACLINIC DERMAID 4.0 Anti-Hair Loss Hair Pack Green Cleanse,유백색 크림상,1000ml,2022-11-28,이인아,모발이 젖은 상태에서 적당량을 취하여 모발에 가볍게 마사지 하듯이 한 후 깨끗이 감아 냅니다.,,,1000ml,차광한 기밀용기에 넣어 실온에서 보관할 것,1000ml,,0.98,5.50 ± 0.50,"35,000 ± 10,000",0,0,0,어려움,,탈모,,,제품표준서_EVCO1168_(CCRSN01)-세라클리닉 더마이드 4.0 안티헤어로스 헤어팩 그린클렌즈 뉴.xls
BTSS001,EVCO-1169,바스파 오스트레일리안 솔트 바디 스크럽 - 컴포트 라벤더 바스파 오스트레일리안 솔트 바디 스크럽 - 블랙베리 바스파 오스트레일리안 솔트 바디 스크럽 - 그린티,Bathpa Australian SALT BODY SCRUB Comfort Lavender Bathpa Australian SALT BODY SCRUB Black Berry Bathpa Australian SALT BODY SCRUB Green Tea,알갱이가 있는 갈색 점액상,250 ml,2022-12-14,이인아,바디워시 사용 후 적당량을 덜어 전신을 마사지하듯 부드럽게 문질러 준 후 미온수로 깨끗하게 씻어냅니다.,"알파-아이소메틸아이오논, 리모넨, 리날룰, 부틸페닐메틸프로피오날","Alpha-Isomethyl Ionone, Limonene, Linalool, Butylphenyl Methylpropional",250 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,250ml,257,1.03,6.20 ± 1.00,"5,600 ± 1,500",,,,보통,,,BBTSS0010,PBTSS0010,제품표준서_EVCO1169_(BTSS001~003)-바스파 오스트레일리안 솔트 바디 스크럽 3종.xls
BTSS002,EVCO-1169,바스파 오스트레일리안 솔트 바디 스크럽 - 컴포트 라벤더 바스파 오스트레일리안 솔트 바디 스크럽 - 블랙베리 바스파 오스트레일리안 솔트 바디 스크럽 - 그린티,Bathpa Australian SALT BODY SCRUB Comfort Lavender Bathpa Australian SALT BODY SCRUB Black Berry Bathpa Australian SALT BODY SCRUB Green Tea,알갱이가 있는 갈색 점액상,250 ml,2022-12-14,이인아,바디워시 사용 후 적당량을 덜어 전신을 마사지하듯 부드럽게 문질러 준 후 미온수로 깨끗하게 씻어냅니다.,"알파-아이소메틸아이오논, 리모넨, 리날룰, 부틸페닐메틸프로피오날","Alpha-Isomethyl Ionone, Limonene, Linalool, Butylphenyl Methylpropional",250 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,250ml,257,1.03,6.20 ± 1.00,"5,600 ± 1,500",,,,보통,,,BBTSS0020,PBTSS0020,제품표준서_EVCO1169_(BTSS001~003)-바스파 오스트레일리안 솔트 바디 스크럽 3종.xls
BTSS003,EVCO-1169,바스파 오스트레일리안 솔트 바디 스크럽 - 컴포트 라벤더 바스파 오스트레일리안 솔트 바디 스크럽 - 블랙베리 바스파 오스트레일리안 솔트 바디 스크럽 - 그린티,Bathpa Australian SALT BODY SCRUB Comfort Lavender Bathpa Australian SALT BODY SCRUB Black Berry Bathpa Australian SALT BODY SCRUB Green Tea,알갱이가 있는 갈색 점액상,250 ml,2022-12-14,이인아,바디워시 사용 후 적당량을 덜어 전신을 마사지하듯 부드럽게 문질러 준 후 미온수로 깨끗하게 씻어냅니다.,"알파-아이소메틸아이오논, 리모넨, 리날룰, 부틸페닐메틸프로피오날","Alpha-Isomethyl Ionone, Limonene, Linalool, Butylphenyl Methylpropional",250 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,250ml,257,1.03,6.20 ± 1.00,"5,600 ± 1,500",,,,보통,,,BBTSS0030,PBTSS0030,제품표준서_EVCO1169_(BTSS001~003)-바스파 오스트레일리안 솔트 바디 스크럽 3종.xls
BDFS004,EVCO-1170,보르도 드래곤 풋 스틱,BORDO DRAGON FOOT STICK,흰색 고형상,18g,2022-12-09,이인아,발을 깨끗하게 씻어준 후 건조시킨 다음 스틱을 돌려 내용물이 나오게 한 뒤 각질이나 보습이 필요한 부위에 부드럽게 롤링하여 흡수시켜 줍니다.,,,18g,차광한 기밀용기에 넣어 실온에서 보관할 것,18g,,,,,0,0,0,우수,,,,,제품표준서_EVCO1170_(BDFS004)-보르도 드래곤 풋 스틱.xls
RRPM001,EVCO-1171,로에랑스 퍼퓸 미스트 - 듀 로에랑스 퍼퓸 미스트 - 레인 로에랑스 퍼퓸 미스트 - 나이브,ROERANCE PERFUM MIST DEW ROERANCE PERFUM MIST RAIN ROERANCE PERFUM MIST NAIVE,무색 투명 액상,100 ml,2022-12-21,이인아,"샤워 후 전신에 가볍게 뿌린 후 손으로 가볍게 두드려 줍니다. 향수 대용이나 기분 전환을 위해 사용할 때는 손목 안쪽, 귀 밑 부위에 사용합니다.","벤질알코올, 리모넨, 제라니올, 리날룰","Benzyl Alcohol, Limonene, Geraniol, Linalool",100 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,100ml,90,0.894,6.50 ± 1.00,none,,0,0,어려움,,,BRRPM0010,PRRPM0010,제품표준서_EVCO1171_(RRPM001~003)-로에랑스 퍼퓸 미스트 100ml 3종.xls
RRPM002,EVCO-1171,로에랑스 퍼퓸 미스트 - 듀 로에랑스 퍼퓸 미스트 - 레인 로에랑스 퍼퓸 미스트 - 나이브,ROERANCE PERFUM MIST DEW ROERANCE PERFUM MIST RAIN ROERANCE PERFUM MIST NAIVE,무색 투명 액상,100 ml,2022-12-21,이인아,"샤워 후 전신에 가볍게 뿌린 후 손으로 가볍게 두드려 줍니다. 향수 대용이나 기분 전환을 위해 사용할 때는 손목 안쪽, 귀 밑 부위에 사용합니다.","벤질알코올, 리모넨, 제라니올, 리날룰","Benzyl Alcohol, Limonene, Geraniol, Linalool",100 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,100ml,90,0.894,6.50 ± 1.00,none,,0,0,어려움,,,BRRPM0020,PRRPM0020,제품표준서_EVCO1171_(RRPM001~003)-로에랑스 퍼퓸 미스트 100ml 3종.xls
RRPM003,EVCO-1171,로에랑스 퍼퓸 미스트 - 듀 로에랑스 퍼퓸 미스트 - 레인 로에랑스 퍼퓸 미스트 - 나이브,ROERANCE PERFUM MIST DEW ROERANCE PERFUM MIST RAIN ROERANCE PERFUM MIST NAIVE,무색 투명 액상,100 ml,2022-12-21,이인아,"샤워 후 전신에 가볍게 뿌린 후 손으로 가볍게 두드려 줍니다. 향수 대용이나 기분 전환을 위해 사용할 때는 손목 안쪽, 귀 밑 부위에 사용합니다.","벤질알코올, 리모넨, 제라니올, 리날룰","Benzyl Alcohol, Limonene, Geraniol, Linalool",100 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,100ml,90,0.894,6.50 ± 1.00,none,,0,0,어려움,,,BRRPM0030,PRRPM0030,제품표준서_EVCO1171_(RRPM001~003)-로에랑스 퍼퓸 미스트 100ml 3종.xls
CHHC004,EVCO-1172,샤샤 아로마틱 시어버터 핸드크림 앰버바닐라,CHAR CHAR AROMATIC Shea Butter Hand Cream Amber Vanilla,연한 황색 크림상,60 ml,2023-01-25,이인아,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜줍니다.",벤질벤조에이트,Benzyl Benzoate,60 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,60ml,60,0.977,6.50 ± 1.00,"33,000 ±10,000",0,0,0,보통,,,BCHHC0040,PCHHC0040,제품표준서_EVCO1172_(CHHC004)-샤샤 아로마틱 시어버터 핸드크림 앰버바닐라.xls
FJPD001,EVCO-1173,프레쥬 오리지날 허브 자연약쑥 포어 패드,Fraijour Original Herb Wormwood Pore Pad,연한 황색 투명 액상,170 ml,2023-01-30,이인아,세안 후 눈가를 제외한 얼굴 전체에 피부 결을 따라 부드럽게 닦아줍니다. TIP 수분 공급과 진정이 필요한 부위에 팩처럼 활용해 주세요.,"리모넨, 리날룰","Limonene, Linalool",170 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,170ml,172,1.012,4.20 ± 1.00,none,0,0,0,어려움,,,BFJPD0010,PFJPD0010,제품표준서_EVCO1173_(FJPD001)-프레쥬 자연약쑥 포어 패드.xls
FJPDR01,EVCO-1173,프레쥬 오리지날 허브 자연약쑥 포어 패드,Fraijour Original Herb Wormwood Pore Pad,연한 황색 투명 액상,170 ml,2023-01-30,이인아,세안 후 눈가를 제외한 얼굴 전체에 피부 결을 따라 부드럽게 닦아줍니다. TIP 수분 공급과 진정이 필요한 부위에 팩처럼 활용해 주세요.,"리모넨, 리날룰","Limonene, Linalool",170 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,170ml,172,1.012,4.20 ± 1.00,none,0,0,0,우수,,,BFJPD0010,PFJPDR010,제품표준서_EVCO1173_(FJPD001)-프레쥬 자연약쑥 포어 패드.xls
FJEC001,EVCO-1174,프레쥬 유주허니 캡슐 아이크림,Fraijour Yuzu Honey Capsule Eye Cream,알갱이가 있는 옅은 황색 크림상,15 ml -> 20ml,2023-02-06,이인아,"에센스 사용 후, 눈가 및 탄력케어가 필요한 부위에 적당량 도포해 부드럽게 펴 발라 흡수시켜 줍니다.",,,15 ml -> 20ml,차광한 기밀용기에 넣어 실온에서 보관할 것,20ml,20,0.996,6.10 ± 1.00,30 ± 15,0,0,0,보통,,미백+주름,BFJEC0010,PFJEC0010,제품표준서_EVCO1174_(FJEC001)-프레쥬 유주허니 캡슐 아이크림.xls
FJAP007,EVCO-1175,프레쥬 바이옴 5-락토 트리트먼트 앰플,Fraijour Biome 5-Lacto Treatment Ampoule,무색 투명 점액상,50 ml,2023-02-09,이인아,"적당량을 덜어 얼굴 전체에 고르게 펴바른 뒤, 손바닥으로 가볍게 눌러 흡수시켜 줍니다.",-,,50 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,50ml,51,1.017,5.50 ± 1.00,400 ± 150,0,0,0,어려움,,,BFJAP0070,PFJAP0070,제품표준서_EVCO1175_(FJAP007)-프레쥬 바이옴 5-락토 트리트먼트 앰플.xls
FJCR007,EVCO-1176,프레쥬 바이옴 5-락토 밸런스 모이스처라이저,Fraijour Biome 5-Lacto Balance Moisturizer,백색 크림상,50 ml,2023-02-09,이인아,"아침과 저녁, 크림 사용 단계에서 적당량을 덜어 피부결을 따라 얼굴 전체에 부드럽게 펴 바릅니다.",-,,50 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,50ml,51,0.991,6.30 ± 1.00,20 ± 10,0,0,0,보통,,,BFJCR0070,PFJCR0070,제품표준서_EVCO1176_(FJCR007)-프레쥬 바이옴 5-락토 밸런스 모이스처라이저.xls
FJGC007,EVCO-1177,프레쥬 바이옴 5-락토 밸런스 젤 클렌저,Fraijour Biome 5-Lacto Balance Gel Cleanser,무색 반투명 점액상,210 ml,2023-02-09,이인아,적당량을 덜어 물로 충분히 거품을 낸 후 얼굴을 마사지하듯 가볍게 문지르고 미온수로 깨끗이 헹구어 냅니다.,"리모넨, 리날룰","Limonene, Linalool",210 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,210ml,218,1.038,6.00 ± 1.00,"12,000 ±5,000",0,0,0,어려움,,,BFJGC0070,PFJGC0070,제품표준서_EVCO1177_(FJGC007)-프레쥬 바이옴 5-락토 밸런스 젤 클렌저.xls
