process_id,step_num,step_type,step_name,step_desc,work_time,checker
17e4cc29-dad4-4c0f-81d5-87eceb89b44f,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
17e4cc29-dad4-4c0f-81d5-87eceb89b44f,2,제조공정,유상 용해,메인탱크에 11**을 넣고 78-80℃로 가온용해한다,,
17e4cc29-dad4-4c0f-81d5-87eceb89b44f,3,제조공정,유상 용해,21**을 Stirrer로 고르게 분산한다 (실온),,
17e4cc29-dad4-4c0f-81d5-87eceb89b44f,4,제조공정,유상 통합,"메인탱크에 21**, 31**을 투입하여 혼합하고 온도를 62-66가 되게한다 ( Homo: 2000rpm, P:30rpm, T: 60-65℃ )",,
17e4cc29-dad4-4c0f-81d5-87eceb89b44f,5,제조공정,수상 용해,수상용해조에 41**~42**를 넣고 62-66℃로 가온용해한다,,
17e4cc29-dad4-4c0f-81d5-87eceb89b44f,6,제조공정,유 화,"메인탱크로 수상을 서서히 이송하며 유화한다. 주의-1) 내용물 상태를 보며 호모속도를 단계적으로 높여 나간다. ( Homo: 3200rpm, P:30rpm, T: 60-65℃ t: 5분 )",,
17e4cc29-dad4-4c0f-81d5-87eceb89b44f,7,제조공정,냉각 탈포 종 료,"패들감속하여 36℃까지 냉각, 탈포한 후 부상한다. ( P:15rpm, V: max )",,
184bf286-e665-4501-a746-279804291354,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
184bf286-e665-4501-a746-279804291354,2,제조공정,수상용해,"수상용해조에서 11**, 12**, 13**을 교반하여 완전용해한다.(실온)",,
184bf286-e665-4501-a746-279804291354,3,제조공정,용 해,"위 상을 교반하며 2110을 조금씩 흩뿌려 완전용해한다. (30분, 50℃) 주의)엉김발생우려 있으니 조금씩 투입하고, 교반력이 큰 믹서 사용할 것. 실온 투입 완료후 온도 올릴 것",,
184bf286-e665-4501-a746-279804291354,4,제조공정,혼 합,별도용해조에서 31**을 교반혼합한다. (실온),,
184bf286-e665-4501-a746-279804291354,5,제조공정,이 송,메인믹서로 수상을 여과 투입하고 31**을 혼합한다,,
184bf286-e665-4501-a746-279804291354,6,제조공정,첨가제 투 입,"위 상에 41**, 5***을 투입 혼합한다.",,
184bf286-e665-4501-a746-279804291354,7,제조공정,부 상,100메쉬 여과하여 종료한다.,,
1b40777d-359b-4ebf-8c20-ec43a6210f59,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
1b40777d-359b-4ebf-8c20-ec43a6210f59,2,제조공정,유상용해,11** 별도용해조에서 Stirrer로 교반하여 고르게 분산한다. (중요 공정),,
1b40777d-359b-4ebf-8c20-ec43a6210f59,3,제조공정,유상용해,"메인믹서에서 위 11** 교반하여 완전용해한다. ( Homo: 2000rpm, P:30rpm, T:실온, t:10분 )",,
1b40777d-359b-4ebf-8c20-ec43a6210f59,4,제조공정,혼 합,"위 상에 21**을 투입하여 혼합교반한다. ( Homo: 2000rpm, P:30rpm, T:실온, t:10분 )",,
1b40777d-359b-4ebf-8c20-ec43a6210f59,5,제조공정,수상용해,수상(3****)을 별도용해조에서 투명하게 용해한다.(실온),,
1b40777d-359b-4ebf-8c20-ec43a6210f59,6,제조공정,이 송,"메인믹서를 호모믹싱하며 수상을 소량씩 투입하며 혼합한다. ( Homo: 3500rpm, P:30rpm, T: 실온, t:10분 )",,
1b40777d-359b-4ebf-8c20-ec43a6210f59,7,제조공정,탈포,"완전탈포한다. ( P:15rpm, V: max, t:20분 )",,
1b40777d-359b-4ebf-8c20-ec43a6210f59,8,제조공정,부 상,100메쉬 여과하여 종료한다.,,
1b40777d-359b-4ebf-8c20-ec43a6210f59,100,유의사항,작업자 유의사항,- 300 가마 사용금지 - 성상: 적색투명 점성액상 - 벌크통 물기 제거후 부상할 것. - 동절기엔 가마에 스팀 살짝 넣어 28-33℃ 정도에서 제조할 것,,
0e207860-c253-426d-806a-a0db1537a76d,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
0e207860-c253-426d-806a-a0db1537a76d,2,제조공정,수상용해,11**을 수상용해조에서 투명하게 용해한다.(실온),,
0e207860-c253-426d-806a-a0db1537a76d,3,제조공정,수상용해,"21**을 premix한후 위 수상용해조에 투입하고 가온하여 완전용해한다.(85℃, 30분이상)",,
0e207860-c253-426d-806a-a0db1537a76d,4,제조공정,이 송,수상을 메인믹서로 이송한 후 31**을 투입하여 혼합한다. (실온),,
0e207860-c253-426d-806a-a0db1537a76d,5,제조공정,알콜파트 용해,"별도용해조에서 41**을 투명하게 용해한후 4210, 4310, 4410을 차례로 교반하며 용해한다.",,
0e207860-c253-426d-806a-a0db1537a76d,6,제조공정,혼 합,위 알콜파트(4***)를 메인믹서에 투입하여 용해한다.,,
0e207860-c253-426d-806a-a0db1537a76d,7,제조공정,혼 합,"51**, 6***, 71**을 차례로 투입하며 혼합한다.",,
0e207860-c253-426d-806a-a0db1537a76d,8,제조공정,탈 포,완전탈포한다. (V: max),,
0e207860-c253-426d-806a-a0db1537a76d,9,제조공정,종 료,100메쉬 여과하여 종료한다.,,
0e207860-c253-426d-806a-a0db1537a76d,100,유의사항,작업자 유의사항,- 성상: 옅은 초록색의 투명 점성액상,,
680692a9-277d-4722-8464-c57ba5e12201,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
680692a9-277d-4722-8464-c57ba5e12201,2,제조공정,수상용해,"수상용해조에서 11**, 12**을 교반하여 완전용해한다.(실온)",,
680692a9-277d-4722-8464-c57ba5e12201,3,제조공정,용 해,"위 상을 교반하며 2110을 조금씩 흩뿌려 완전용해한다. (30분, 50℃)",,
680692a9-277d-4722-8464-c57ba5e12201,4,제조공정,혼 합,별도용해조에서 31**을 교반혼합한다. (실온),,
680692a9-277d-4722-8464-c57ba5e12201,5,제조공정,이 송,메인믹서로 수상을 여과 투입하고 31**을 혼합한다,,
680692a9-277d-4722-8464-c57ba5e12201,6,제조공정,첨가제 투 입,위 상에 41**을 투입 혼합한다.,,
680692a9-277d-4722-8464-c57ba5e12201,7,제조공정,부 상,200메쉬 여과하여 종료한다.,,
321b1961-461c-47b6-9b28-84560ff6aced,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
321b1961-461c-47b6-9b28-84560ff6aced,3,제조공정,3단롤러,"21**을 3단 롤러로 3회 처리한다,",,
321b1961-461c-47b6-9b28-84560ff6aced,100,유의사항,작업자 유의사항,- 위 공정은 100kg 제조탱크 제조시 기준이며 적정 제조량은 55-85kg 임. - 300가마 제조금지,,
8397a967-f279-4c3d-81a0-c1f6ca8509b8,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
8397a967-f279-4c3d-81a0-c1f6ca8509b8,2,제조공정,수상 용해,수상용해조에 11**을 넣고 38-42℃로 가온용해한다. 위상 용해확인후 1210을 투입교반한다.,,
8397a967-f279-4c3d-81a0-c1f6ca8509b8,3,제조공정,이 송,메인탱크로 위상을 여과 이송후 교반한다,,
8397a967-f279-4c3d-81a0-c1f6ca8509b8,4,제조공정,혼 합,21**을 투입하고 교반한다.,,
8397a967-f279-4c3d-81a0-c1f6ca8509b8,5,제조공정,혼 합,별도용해조에서 31**을 Stirrer로 3분간 교반한 후 메인탱크에 투입교반한다.,,
8397a967-f279-4c3d-81a0-c1f6ca8509b8,6,제조공정,혼 합 냉 각,"41**을 투입 교반하고, 냉각한다.",,
8397a967-f279-4c3d-81a0-c1f6ca8509b8,7,제조공정,부상,33℃까지 냉각하여 부상한다.,,
be464bd9-1079-4dfa-95bc-5e1e5974fd71,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
be464bd9-1079-4dfa-95bc-5e1e5974fd71,2,제조공정,용 해,"1110, 12** 을 메인믹서에서 가온용해한다. (투명하게 용해) (T: 88 P: 20rpm)",,
be464bd9-1079-4dfa-95bc-5e1e5974fd71,3,제조공정,혼 합,21**B를 별도용해조에서 혼합한다. (실온),,
be464bd9-1079-4dfa-95bc-5e1e5974fd71,4,제조공정,혼 합,"메인믹서에 21**, 3110(향)을 투입 혼합 용해한다 (T: 80-85 H: 1000rpm P: 30rpm)",,
be464bd9-1079-4dfa-95bc-5e1e5974fd71,5,제조공정,부 상,냉각없이 부상한다,,
be464bd9-1079-4dfa-95bc-5e1e5974fd71,6,제조공정,종 료,품질관리팀에 시험의뢰,,
be464bd9-1079-4dfa-95bc-5e1e5974fd71,100,유의사항,작업자 유의사항,`- 제조전 제조설비의 물기를 완전히 제거할 것.,,
ef6ddfd4-b369-435d-8480-be848c9fe477,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
ef6ddfd4-b369-435d-8480-be848c9fe477,2,제조공정,용 해,"1110, 12** 을 메인믹서에서 가온용해한다. (투명하게 용해) (T: 88 P: 20rpm)",,
ef6ddfd4-b369-435d-8480-be848c9fe477,3,제조공정,혼 합,21**B를 별도용해조에서 혼합한다. (실온),,
ef6ddfd4-b369-435d-8480-be848c9fe477,4,제조공정,혼 합,"메인믹서에 21**, 3110(향)을 투입 혼합 용해한다 (T: 80-85 H: 1000rpm P: 30rpm)",,
ef6ddfd4-b369-435d-8480-be848c9fe477,5,제조공정,부 상,냉각없이 부상한다,,
ef6ddfd4-b369-435d-8480-be848c9fe477,6,제조공정,종 료,품질관리팀에 시험의뢰,,
ef6ddfd4-b369-435d-8480-be848c9fe477,100,유의사항,작업자 유의사항,`- 제조전 제조설비의 물기를 완전히 제거할 것.,,
3ca0aeb1-eb36-4e24-952e-56569fbe73ab,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
3ca0aeb1-eb36-4e24-952e-56569fbe73ab,2,제조공정,수상 용해,수상용해조에 11**을 넣고 38-42℃로 가온용해한다. 위상 용해확인후 12**을 투입교반한다.,,
3ca0aeb1-eb36-4e24-952e-56569fbe73ab,3,제조공정,이 송,메인탱크로 위상을 여과 이송후 교반한다,,
3ca0aeb1-eb36-4e24-952e-56569fbe73ab,4,제조공정,혼 합,21**을 투입하고 교반한다.,,
3ca0aeb1-eb36-4e24-952e-56569fbe73ab,5,제조공정,혼 합,별도용해조에서 31**을 Stirrer로 3분간 교반한 후 메인탱크에 투입교반한다.,,
3ca0aeb1-eb36-4e24-952e-56569fbe73ab,6,제조공정,혼 합 냉 각,"4***을 투입 교반하고, 냉각한다.",,
3ca0aeb1-eb36-4e24-952e-56569fbe73ab,7,제조공정,부상,33℃까지 냉각하여 부상한다.,,
4dfa7114-70e0-49ad-aaaf-fa3d63d0478e,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
4dfa7114-70e0-49ad-aaaf-fa3d63d0478e,2,제조공정,투 입,제조탱크에 1110을 투입한다.,,
4dfa7114-70e0-49ad-aaaf-fa3d63d0478e,3,제조공정,혼 합,12**을 고르게 교반한 뒤 위상에 투입하여 교반한다,,
4dfa7114-70e0-49ad-aaaf-fa3d63d0478e,4,제조공정,혼 합,21**을 교반용해한 후 위상에 투입하여 투명하게 교반한다,,
4dfa7114-70e0-49ad-aaaf-fa3d63d0478e,5,제조공정,혼 합,31**을 잘 혼합후 위상에 투입하여 투명하게 교반한다,,
4dfa7114-70e0-49ad-aaaf-fa3d63d0478e,6,제조공정,혼 합,41**을 교반용해한 후 위상에 투입하여 투명하게 교반한다,,
4dfa7114-70e0-49ad-aaaf-fa3d63d0478e,7,제조공정,혼 합,51**을 교반용해한 후 위상에 투입하여 투명하게 교반한다. (1시간 교반),,
4dfa7114-70e0-49ad-aaaf-fa3d63d0478e,8,제조공정,부 상,100메쉬 여과하여 종료한다.,,
4dfa7114-70e0-49ad-aaaf-fa3d63d0478e,100,유의사항,작업자 유의사항,`- 제조전 제조설비의 물기를 완전히 제거할 것.,,
dfc13dc8-d1d5-48f3-ac47-fec627886a36,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
dfc13dc8-d1d5-48f3-ac47-fec627886a36,2,제조공정,점증제 분산,"별도용해조에서 정제수에 4120(pemulen)넣고 Stirrer로 용해한다. (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
dfc13dc8-d1d5-48f3-ac47-fec627886a36,3,제조공정,수상 용해,수상용해조에서 11**-13** 을 투입하고 실온에서 교반용해한다.,,
dfc13dc8-d1d5-48f3-ac47-fec627886a36,4,제조공정,점증제 분산,"위상에 2110(natrosol)을 조금씩 흩트려 투입한 후 가온 용해한다. (80℃, 30분 이상, 매끈하게 풀린지 확인할 것)",,
dfc13dc8-d1d5-48f3-ac47-fec627886a36,5,제조공정,유상 분산,별도용해조에서 31**을 Stirrer로 교반 분산한다. (실온),,
dfc13dc8-d1d5-48f3-ac47-fec627886a36,6,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다. 호모치며 서서히 투입할 것. (탱크 유리커버로 투입) ( Homo: 3500rpm, P:20rpm, T: 72-76℃ t: 5분 )",,
dfc13dc8-d1d5-48f3-ac47-fec627886a36,7,제조공정,2차유화,"메인탱크로 41** 이송후 유화한다 ( Homo: 3500rpm, P:20rpm, T: 70-75℃ t: 5분 )",,
dfc13dc8-d1d5-48f3-ac47-fec627886a36,8,제조공정,혼 합,"5110, 61**-62**을 투입혼합한 후 냉각, 탈포 개시한다.",,
dfc13dc8-d1d5-48f3-ac47-fec627886a36,9,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다.",,
dfc13dc8-d1d5-48f3-ac47-fec627886a36,100,유의사항,작업자 유의사항,"*메인탱크에 투입시 100메쉬 여과 거칠 것 *원료 Sepinov EMT-10 뭉친부분 있으면, 철저히 분말화 한후 사용할 것.",,
c30b8a64-4505-4bbd-a91e-f01cb1ca9bc3,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
c30b8a64-4505-4bbd-a91e-f01cb1ca9bc3,2,제조공정,점증제 분산,"별도용해조에서 정제수에 4120(pemulen)넣고 Stirrer로 용해한다. (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
c30b8a64-4505-4bbd-a91e-f01cb1ca9bc3,3,제조공정,수상 용해,수상용해조에서 11**-13** 을 투입하고 실온에서 교반용해한다.,,
c30b8a64-4505-4bbd-a91e-f01cb1ca9bc3,4,제조공정,점증제 분산,"위상에 2110(natrosol)을 조금씩 흩트려 투입한 후 가온 용해한다. (80℃, 30분 이상, 매끈하게 풀린지 확인할 것)",,
c30b8a64-4505-4bbd-a91e-f01cb1ca9bc3,5,제조공정,유상 분산,"별도용해조에서 31**, 3210을 Stirrer로 교반 분산한다. (실온)",,
c30b8a64-4505-4bbd-a91e-f01cb1ca9bc3,6,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다. 호모치며 서서히 투입할 것. (탱크 유리커버로 투입) ( Homo: 3200rpm, P:30rpm, T: 65-70℃ t: 5분 )",,
c30b8a64-4505-4bbd-a91e-f01cb1ca9bc3,7,제조공정,2차유화,"메인탱크로 41**, 5110, 61**-62**이송후 유화한다 ( Homo: 3200rpm, P:30rpm, T: 60-65℃ t: 5분 )",,
c30b8a64-4505-4bbd-a91e-f01cb1ca9bc3,8,제조공정,3차유화,"메인탱크로 71** 용해뒤 투입하여 유화한다 ( Homo: 3200rpm, P:30rpm, T: 60-65℃ t: 5분 )",,
c30b8a64-4505-4bbd-a91e-f01cb1ca9bc3,9,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다.",,
c30b8a64-4505-4bbd-a91e-f01cb1ca9bc3,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것 *투입순서 중요,,
55bbe929-d7ca-4610-abe0-8908e9e27264,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
55bbe929-d7ca-4610-abe0-8908e9e27264,2,제조공정,점증제 분산,별도용해조에서 31** 넣고 Stirrer로 균일하게 분산한다.,,
55bbe929-d7ca-4610-abe0-8908e9e27264,3,제조공정,수상 용해,수상용해조에서 11** 을 투입하고 가온용해한다. (T: 75-80℃),,
55bbe929-d7ca-4610-abe0-8908e9e27264,4,제조공정,유상 용해,유상용해조에서 21** 을 투입하고 가온용해한다. (T: 75-80℃),,
55bbe929-d7ca-4610-abe0-8908e9e27264,5,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다. ( Homo: 3500rpm, P:20rpm, T: 72-75℃ t: 5분 )",,
55bbe929-d7ca-4610-abe0-8908e9e27264,6,제조공정,2차유화,"메인탱크로 31** 투입하고 유화한다 ( Homo: 3500rpm, P:20rpm, T: 72-75℃ t: 5분 )",,
55bbe929-d7ca-4610-abe0-8908e9e27264,7,제조공정,혼 합,"41**, 51** 을 투입혼합한 후 냉각, 탈포 개시한다.",,
55bbe929-d7ca-4610-abe0-8908e9e27264,8,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다.",,
55bbe929-d7ca-4610-abe0-8908e9e27264,100,유의사항,작업자 유의사항,*3일 이상 숙성후 충진할 것,,
bd21912f-35f9-4322-a28f-048edac40377,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
bd21912f-35f9-4322-a28f-048edac40377,2,제조공정,점증제 분산,별도용해조에서 31** 넣고 Stirrer로 균일하게 분산한다.,,
bd21912f-35f9-4322-a28f-048edac40377,3,제조공정,수상 용해,"수상용해조에서 11** , 12**을 투입하고 교반하며 1310을 흩뿌려 넣고 가온 개시하여 용해한다. ( T: 80℃ t: 30분 )",,
bd21912f-35f9-4322-a28f-048edac40377,4,제조공정,유상 용해,유상용해조에서 21** 을 투입하고 가온용해한다. (T: 78-82℃),,
bd21912f-35f9-4322-a28f-048edac40377,5,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다. ( Homo: 3500rpm, P:20rpm, T: 75-78℃ t: 5분 )",,
bd21912f-35f9-4322-a28f-048edac40377,6,제조공정,2차유화,"메인탱크로 premix한 31** 투입하고 유화한다 (호모치며 탱크유리커버로 투입할 것) ( Homo: 3500rpm, P:20rpm, T: 75-78℃ t: 5분 )",,
bd21912f-35f9-4322-a28f-048edac40377,7,제조공정,혼 합,"41**, 51** 을 투입 혼합한 후 냉각, 탈포 개시한다.",,
bd21912f-35f9-4322-a28f-048edac40377,8,제조공정,냉각탈포,"34℃까지 냉각, 탈포한 후 부상한다.",,
bd21912f-35f9-4322-a28f-048edac40377,100,유의사항,작업자 유의사항,*제조량은 제조탱크의 60-85% 사이가 되게 할 것. (최대 850kg) *유화온도 엄수(메인탱크 유화전 스팀 넣을 것),,
5cfb44fe-2920-421a-b3ba-57be47fa9dc2,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
5cfb44fe-2920-421a-b3ba-57be47fa9dc2,2,제조공정,점증제 분산,"별도용해조에서 정제수에 4120(pemulen)넣고 Stirrer로 용해한다. (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
5cfb44fe-2920-421a-b3ba-57be47fa9dc2,3,제조공정,수상 용해,수상용해조에서 11**-13** 을 투입하고 실온에서 교반용해한다.,,
5cfb44fe-2920-421a-b3ba-57be47fa9dc2,4,제조공정,점증제 분산,"위상에 21**을 조금씩 흩트려 투입한 후 가온 용해한다. (85℃, 30분 이상, 매끈하게 풀린지 확인할 것)",,
5cfb44fe-2920-421a-b3ba-57be47fa9dc2,5,제조공정,유상 분산,"별도용해조에서 31**, 3210을 Stirrer로 교반 분산한다. (실온)",,
5cfb44fe-2920-421a-b3ba-57be47fa9dc2,6,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다. 호모치며 서서히 투입할 것. (탱크 유리커버로 투입) ( Homo: 3200rpm, P:30rpm, T: 65-70℃ t: 5분 )",,
5cfb44fe-2920-421a-b3ba-57be47fa9dc2,7,제조공정,2차유화,"메인탱크로 41**, 5*** 투입후 유화한다 ( Homo: 3200rpm, P:30rpm, T: 60-65℃ t: 5분 )",,
5cfb44fe-2920-421a-b3ba-57be47fa9dc2,8,제조공정,3차유화,"메인탱크로 61** 용해뒤 투입하여 유화한다 ( Homo: 3200rpm, P:30rpm, T: 60-65℃ t: 5분 )",,
5cfb44fe-2920-421a-b3ba-57be47fa9dc2,9,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다.",,
5cfb44fe-2920-421a-b3ba-57be47fa9dc2,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것 *투입순서 중요,,
bba61bdf-e2a0-42c4-8572-9ccc436da5be,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
bba61bdf-e2a0-42c4-8572-9ccc436da5be,2,제조공정,수상 용해,수상용해조에 11**을 넣고 80-82℃로 가온용해한다,,
bba61bdf-e2a0-42c4-8572-9ccc436da5be,3,제조공정,유상 용해,유상용해조에 21**- 22**를 넣고 80-82℃로 가온용해한다,,
bba61bdf-e2a0-42c4-8572-9ccc436da5be,4,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다 ( Homo: 3500rpm, P:30rpm, T: 80-82℃ t: 5분 )",,
bba61bdf-e2a0-42c4-8572-9ccc436da5be,5,제조공정,2차유화,"메인탱크로 31** 투입하여 유화한다. 호모치며 서서히 투입할것(탱크 유리커버로 투입) 31**은 투입전 고르게 분산한 뒤 사용할 것 ( Homo: 3500rpm, P:30rpm, T: 80-82℃ t: 5분 )",,
bba61bdf-e2a0-42c4-8572-9ccc436da5be,6,제조공정,3차유화,"메인탱크에 41** 투입하여 유화한다. ( Homo: 3500rpm, P:30rpm, T: 75-78℃ t: 5분 )",,
bba61bdf-e2a0-42c4-8572-9ccc436da5be,7,제조공정,첨가제 투입,"51**을 투입(유리덮개) 교반하고, 탱크덮개 올려 패들 긁어준다.",,
bba61bdf-e2a0-42c4-8572-9ccc436da5be,8,제조공정,냉각탈포,"냉각, 탈포한다 (P:15rpm, V:max)",,
bba61bdf-e2a0-42c4-8572-9ccc436da5be,9,제조공정,부상,37℃까지 냉각하여(크림점성 생성직후) 부상한다.,,
bba61bdf-e2a0-42c4-8572-9ccc436da5be,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
40bd127d-d36c-46d5-9d34-391420ae6fc5,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
40bd127d-d36c-46d5-9d34-391420ae6fc5,2,제조공정,점증제 분산,"별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
40bd127d-d36c-46d5-9d34-391420ae6fc5,3,제조공정,점증제 분산,"별도용해조에서 3120(정제수)에 3110(carbopol 940) 넣고 Stirrer로 용해한다. (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
40bd127d-d36c-46d5-9d34-391420ae6fc5,4,제조공정,수상 용해,"수상용해조에 11**, 14**을 넣고 78-80℃로 가온용해한다",,
40bd127d-d36c-46d5-9d34-391420ae6fc5,5,제조공정,유상 용해,"유상용해조에 21**, 22**을 넣고 78-80℃로 가온용해한다",,
40bd127d-d36c-46d5-9d34-391420ae6fc5,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다 ( Homo: 3500rpm, P:20rpm, T: 78-80℃ t: 3분 )",,
40bd127d-d36c-46d5-9d34-391420ae6fc5,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다 ( Homo: 3500rpm, P:20rpm, T: 70-75℃ t: 5분 )",,
40bd127d-d36c-46d5-9d34-391420ae6fc5,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
40bd127d-d36c-46d5-9d34-391420ae6fc5,9,제조공정,"향, 첨가제 투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
40bd127d-d36c-46d5-9d34-391420ae6fc5,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
40bd127d-d36c-46d5-9d34-391420ae6fc5,100,유의사항,작업자 유의사항,*원료투입시 100메쉬 여과 거칠 것,,
5dbc95a0-319e-412c-ba11-a292ba08e132,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
5dbc95a0-319e-412c-ba11-a292ba08e132,2,제조공정,점증제 분산,별도용해조에서 31** 넣고 Stirrer로 균일하게 분산한다(실온).,,
5dbc95a0-319e-412c-ba11-a292ba08e132,3,제조공정,수상 용해,"수상용해조에서 11**, 12**, 13**, 14***(투입전 교반봉 분산) 을 투입하고 가온용해한다. (T: 75-80℃)",,
5dbc95a0-319e-412c-ba11-a292ba08e132,4,제조공정,유상 용해,유상용해조에서 2*** 을 투입하고 가온용해한다. (T: 75-80℃),,
5dbc95a0-319e-412c-ba11-a292ba08e132,5,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다. ( Homo: 3200rpm, P:30rpm, T: 72-75℃ t: 5분 )",,
5dbc95a0-319e-412c-ba11-a292ba08e132,6,제조공정,2차유화,"메인탱크로 31** 투입하고 유화한다 ( Homo: 3200rpm, P:30rpm, T: 72-75℃ t: 5분 )",,
5dbc95a0-319e-412c-ba11-a292ba08e132,7,제조공정,혼 합,"41**, 51**, 61** 을 투입혼합한 후 냉각, 탈포 개시한다. (15rpm)",,
5dbc95a0-319e-412c-ba11-a292ba08e132,8,제조공정,냉각탈포,"33℃까지 냉각, 탈포한 후 부상한다.",,
a518c658-bfca-4142-8867-412454f0ba31,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
a518c658-bfca-4142-8867-412454f0ba31,2,제조공정,수상 용해,"수상용해조에서 11** , 12**을 투입하고 실온교반 용해 후 13**을 흩뿌려 넣고 가온 개시하여 용해한다. ( T: 85℃ t: 30분 )",,
a518c658-bfca-4142-8867-412454f0ba31,3,제조공정,유상 용해,"유상용해조에서 21**, 22** 을 투입하고 가온용해한다. (T: 78-82℃)",,
a518c658-bfca-4142-8867-412454f0ba31,4,제조공정,1차유화,"메인탱크로 수상을 이송후 유상을 투입하여 유화한다. ( Homo: 3200rpm, P:30rpm, T: 76-80℃ t: 5분 )",,
a518c658-bfca-4142-8867-412454f0ba31,5,제조공정,2차유화,"메인탱크로 premix한 31** 투입하고 유화한다 (호모치며 탱크유리커버로 투입할 것) ( Homo: 3200rpm, P30rpm, T: 74-78℃ t: 5분 )",,
